vertical_code,vertical_name,rank,company_name,company_key,acquiring_likelihood_score,confidence,signals,evidence_count,osm_type,osm_id,lat,lon,website,phone,address,source_tags_json
4000-4799,Transportation Services,294,Taxi Station La Marquise,taxi station la marquise,38,low,,1,way,1033637437,36.3666484,28.2182506,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Station La Marquise""}"
4000-4799,Transportation Services,295,Taxi Station Kallithea Springs,taxi station kallithea springs,38,low,,1,node,9522820713,36.377286,28.23688,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Station Kallithea Springs""}"
4000-4799,Transportation Services,296,Taxi Station Ixian Grand,taxi station ixian grand,38,low,,1,node,8542064334,36.4185163,28.1719488,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Station Ixian Grand""}"
4000-4799,Transportation Services,297,Taxi Station Ialysos,taxi station ialysos,38,low,,1,node,8542024025,36.4157928,28.1566525,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Station Ialysos""}"
4000-4799,Transportation Services,298,Taxi Station Ferenikis,taxi station ferenikis,38,low,,1,node,2298184137,36.4213973,28.1569956,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Station Ferenikis""}"
4000-4799,Transportation Services,299,Taxi Platanias,taxi platanias,38,low,,1,node,1386852701,35.5169256,23.9094026,,,,"{""amenity"": ""taxi"", ""check_date"": ""2024-09-23"", ""name"": ""Taxi Platanias""}"
4000-4799,Transportation Services,300,Taxi Ierapetra,taxi ierapetra,38,low,,1,node,7834095718,35.008,25.739,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Ierapetra""}"
4000-4799,Transportation Services,301,Taxi Boat,taxi boat,38,low,,1,node,3624936887,36.6216749,27.8169185,,,,"{""amenity"": ""taxi"", ""name"": ""Taxi Boat""}"
4000-4799,Transportation Services,302,Taverna Galera,taverna galera,38,low,,1,way,1218884326,35.3642387,24.4549551,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Taverna Galera"", ""parking"": ""surface""}"
4000-4799,Transportation Services,303,TAXI STATION WATERPARK,taxi station waterpark,38,low,,1,node,3984354553,36.3654995,28.2121192,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION WATERPARK"", ""name:de"": ""TAXI STATION WATERPARK"", ""name:en"": ""TAXI STATION WATERPARK""}"
4000-4799,Transportation Services,304,TAXI STATION TOURIST PORT,taxi station tourist port,38,low,,1,node,3984334513,36.4444905,28.2323511,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION TOURIST PORT""}"
4000-4799,Transportation Services,305,TAXI STATION TERMA KANADA,taxi station terma kanada,38,low,,1,node,3984337428,36.4320506,28.2332014,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION TERMA KANADA"", ""name:el"": ""\u03a3\u03c4\u03b1\u03b8\u03bc\u03cc\u03c2 \u03a4\u03b1\u03be\u03af \u03a4\u03ad\u03c1\u03bc\u03b1 \u039a\u03b1\u03bd\u03b1\u03b4\u03ac""}"
4000-4799,Transportation Services,306,TAXI STATION KOLYMBIA,taxi station kolymbia,38,low,,1,node,3984360743,36.2534692,28.1635134,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION KOLYMBIA"", ""name:el"": ""\u03a3\u03c4\u03b1\u03b8\u03bc\u03cc\u03c2 \u03a4\u03b1\u03be\u03af \u039a\u03bf\u03bb\u03cd\u03bc\u03c0\u03b9\u03b1"", ""name:en"": ""TAXI STATION KOLYMBIA""}"
4000-4799,Transportation Services,307,TAXI STATION KOLONA,taxi station kolona,38,low,,1,node,3984402788,36.4439528,28.2287976,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION KOLONA""}"
4000-4799,Transportation Services,308,TAXI STATION KAMIROU,taxi station kamirou,38,low,,1,node,3984343780,36.4347304,28.2165504,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION KAMIROU""}"
4000-4799,Transportation Services,309,TAXI STATION KALLITHEA,taxi station kallithea,38,low,,1,node,3984353559,36.3907268,28.2334026,,,,"{""amenity"": ""taxi"", ""check_date"": ""2026-04-22"", ""name"": ""TAXI STATION KALLITHEA""}"
4000-4799,Transportation Services,310,TAXI STATION GRAND,taxi station grand,38,low,,1,node,3984323789,36.4535415,28.2196543,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION GRAND""}"
4000-4799,Transportation Services,311,TAXI STATION FALIRAKI,taxi station faliraki,38,low,,1,node,3984386124,36.3402488,28.2040015,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION FALIRAKI""}"
4000-4799,Transportation Services,312,TAXI STATION COLORADO 20:00 - 07:00,taxi station colorado 20 00 07 00,38,low,,1,node,3984398730,36.4519424,28.2170666,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION COLORADO 20:00 - 07:00""}"
4000-4799,Transportation Services,313,TAXI STATION ANALIPSI,taxi station analipsi,38,low,,1,node,3984345187,36.4270266,28.2128702,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION ANALIPSI""}"
4000-4799,Transportation Services,314,TAXI STATION AIRPORT DIAGORAS RHODES,taxi station airport diagoras rhodes,38,low,,1,node,3984303864,36.4017735,28.0902234,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION AIRPORT DIAGORAS RHODES"", ""name:it"": ""riporta qui macchina""}"
4000-4799,Transportation Services,315,TAXI STATION AGIOS NIKOLAOS,taxi station agios nikolaos,38,low,,1,node,3984337849,36.4354723,28.2335727,,,,"{""amenity"": ""taxi"", ""name"": ""TAXI STATION AGIOS NIKOLAOS""}"
4000-4799,Transportation Services,316,Stavri Square,stavri square,38,low,,1,way,171690074,36.0876586,28.0858491,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Stavri Square"", ""name:de"": ""Stavri Platz"", ""parking"": ""surface""}"
4000-4799,Transportation Services,317,Stalis hotel free parking,stalis hotel free parking,38,low,,1,way,1087253702,35.2932489,25.4280262,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Stalis hotel free parking""}"
4000-4799,Transportation Services,318,St. Paul's Parking,st paul s parking,38,low,,1,way,169478707,36.0881247,28.0870051,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""charge"": ""7 EUR/day"", ""charge:motorcycle"": ""4 EUR/day"", ""fee"": ""yes"", ""maxstay"": ""1 day"", ""name"": ""St. Paul's Parking"", ""parking"": ""surface"", ""source"": ""bing""}"
4000-4799,Transportation Services,319,Spinalonga Tickets,spinalonga tickets,38,low,,1,node,9931768235,35.2631813,25.7228892,,,,"{""amenity"": ""ferry_terminal"", ""name"": ""Spinalonga Tickets""}"
4000-4799,Transportation Services,320,Solena parking,solena parking,38,low,,1,node,4443324736,39.9261853,23.5883097,,,,"{""amenity"": ""parking"", ""name"": ""Solena parking"", ""parking"": ""surface"", ""source"": ""Survey Sep 2016""}"
4000-4799,Transportation Services,321,Sixt,sixt,38,low,,1,node,10301086377,40.5258773,22.9808216,,,,"{""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Sixt"", ""parking"": ""surface""}"
4000-4799,Transportation Services,322,Sitia,sitia,38,low,,1,node,1101843815,35.2121892,26.1116386,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""name"": ""Sitia"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,323,Sepolis park,sepolis park,38,low,,1,way,268311563,38.0021929,23.713792,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Sepolis park"", ""parking"": ""surface""}"
4000-4799,Transportation Services,324,Semiramis Hotel,semiramis hotel,38,low,,1,node,9035725964,38.0743558,23.8217954,,,,"{""access"": ""customers"", ""amenity"": ""parking_entrance"", ""name"": ""Semiramis Hotel"", ""parking"": ""underground""}"
4000-4799,Transportation Services,325,Selini Waterpark Parking,selini waterpark parking,38,low,,1,way,1307986624,35.535923,23.798269,,,,"{""amenity"": ""parking"", ""name"": ""Selini Waterpark Parking""}"
4000-4799,Transportation Services,326,Selini Suites Parking,selini suites parking,38,low,,1,way,1307988985,35.5335907,23.7988292,,,,"{""access"": ""private"", ""amenity"": ""parking"", ""name"": ""Selini Suites Parking""}"
4000-4799,Transportation Services,327,Schinoussa,schinoussa,38,low,,1,node,84584528,36.8704978,25.5100504,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""name"": ""Schinoussa"", ""public_transport"": ""station"", ""wheelchair"": ""yes"", ""wikidata"": ""Q25166562""}"
4000-4799,Transportation Services,328,Santorini National Airport,santorini national airport,38,low,,1,node,273661229,36.4021149,25.4726156,,,,"{""amenity"": ""parking"", ""name"": ""Santorini National Airport"", ""parking"": ""street_side""}"
4000-4799,Transportation Services,329,Sami Beach Hotel,sami beach hotel,38,low,,1,way,629016845,38.2523054,20.6318863,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Sami Beach Hotel"", ""parking"": ""surface""}"
4000-4799,Transportation Services,330,Rizes Cave Parking,rizes cave parking,38,low,,1,node,4236525723,38.3318443,20.7310529,,,,"{""amenity"": ""parking"", ""capacity"": ""1"", ""fee"": ""no"", ""name"": ""Rizes Cave Parking"", ""parking"": ""lane"", ""supervised"": ""no""}"
4000-4799,Transportation Services,331,Riva,riva,38,low,,1,node,1429259247,36.453992,25.3441944,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""name"": ""Riva"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,332,Restaurant and Bus Parking,restaurant and bus parking,38,low,,1,way,303308729,37.969453,23.7231884,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Restaurant and Bus Parking"", ""parking"": ""surface"", ""wheelchair"": ""yes""}"
4000-4799,Transportation Services,333,Restaurant Hellas,restaurant hellas,38,low,,1,node,3700802493,36.9039158,21.9228718,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Restaurant Hellas""}"
4000-4799,Transportation Services,334,Rental Boat Moraitis,rental boat moraitis,38,low,,1,way,444131100,37.7330018,23.9417082,,,,"{""amenity"": ""parking"", ""name"": ""Rental Boat Moraitis""}"
4000-4799,Transportation Services,335,Rafina Bus Station,rafina bus station,38,low,,1,node,4217824997,38.0235659,24.009859,,,,"{""amenity"": ""bus_station"", ""bus"": ""yes"", ""name"": ""Rafina Bus Station"", ""public_transport"": ""station"", ""wheelchair"": ""yes""}"
4000-4799,Transportation Services,336,Radiotaxi MERCEDES CLUB,radiotaxi mercedes club,38,low,,1,node,2259958319,40.6474763,22.9206755,,,,"{""amenity"": ""taxi"", ""name"": ""Radiotaxi MERCEDES CLUB""}"
4000-4799,Transportation Services,337,RTLS,rtls,38,low,,1,node,9522788419,36.4012192,28.089717,,,,"{""amenity"": ""taxi"", ""name"": ""RTLS""}"
4000-4799,Transportation Services,338,RODINI,rodini,38,low,,1,node,3984348198,36.4225483,28.227212,,,,"{""amenity"": ""taxi"", ""name"": ""RODINI""}"
4000-4799,Transportation Services,339,RENTAcars,rentacars,38,low,,1,way,24574364,35.336729,25.1718073,,,,"{""amenity"": ""parking"", ""name"": ""RENTAcars"", ""name:el"": ""RENTAcars"", ""parking"": ""surface""}"
4000-4799,Transportation Services,340,Pythagoras Cave,pythagoras cave,38,low,,1,node,527462304,37.7278333,26.6604393,,,,"{""amenity"": ""parking"", ""capacity"": ""2"", ""name"": ""Pythagoras Cave"", ""parking"": ""street_side"", ""surface"": ""unpaved""}"
4000-4799,Transportation Services,341,Public Parking lots,public parking lots,38,low,,1,node,779447574,40.1042838,22.5004292,,,,"{""amenity"": ""parking"", ""name"": ""Public Parking lots"", ""parking"": ""street_side""}"
4000-4799,Transportation Services,342,Private Parking Oliva Restaurant,private parking oliva restaurant,38,low,,1,way,1087737629,35.3073058,25.3868848,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Private Parking Oliva Restaurant""}"
4000-4799,Transportation Services,343,Prionia,prionia,38,low,,1,way,41669232,40.0841521,22.4069877,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Prionia"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,344,Port of Sikinos,port of sikinos,38,low,,1,node,2388048681,36.674545,25.1436978,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""name"": ""Port of Sikinos"", ""public_transport"": ""station"", ""wikidata"": ""Q25166559""}"
4000-4799,Transportation Services,345,Polis,polis,38,low,,1,way,161702010,40.6127111,22.9636045,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""building"": ""parking"", ""fee"": ""yes"", ""name"": ""Polis"", ""parking"": ""multi-storey""}"
4000-4799,Transportation Services,346,Ploes,ploes,38,low,,1,way,452085573,36.971974,22.9913896,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Ploes""}"
4000-4799,Transportation Services,347,Pleasure Beach,pleasure beach,38,low,,1,way,290840535,35.292509,25.4601033,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Pleasure Beach"", ""parking"": ""surface""}"
4000-4799,Transportation Services,348,Platia Milon,platia milon,38,low,,1,way,633708390,37.0441031,25.2498657,,,,"{""amenity"": ""parking"", ""name"": ""Platia Milon"", ""name:el"": ""Platia Milon"", ""name:en"": ""Mills Square"", ""place"": ""square""}"
4000-4799,Transportation Services,349,Plateia,plateia,38,low,,1,node,470433478,36.756713,22.5685998,,,,"{""amenity"": ""taxi"", ""name"": ""Plateia""}"
4000-4799,Transportation Services,350,Pines Hotel,pines hotel,38,low,,1,way,219000577,38.0905851,23.7913007,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Pines Hotel"", ""parking"": ""surface""}"
4000-4799,Transportation Services,351,Pier 2,pier 2,38,low,,1,node,501803221,36.4104451,25.4012185,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""name"": ""Pier 2"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,352,Pier 1,pier 1,38,low,,1,node,59747915,36.4109714,25.4004402,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""mooring"": ""yes"", ""name"": ""Pier 1"", ""name:zh"": ""\u5723\u6258\u91cc\u5c3c\u6d3b\u706b\u5c71"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,353,Pessada Beach Parking,pessada beach parking,38,low,,1,node,5681538617,38.1069515,20.5859868,,,,"{""amenity"": ""parking"", ""name"": ""Pessada Beach Parking""}"
4000-4799,Transportation Services,354,Peiraios Parking,peiraios parking,38,low,,1,way,286210706,37.982547,23.7241004,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Peiraios Parking"", ""parking"": ""surface""}"
4000-4799,Transportation Services,355,Patitiri taxi stand,patitiri taxi stand,38,low,,1,way,462623042,39.1446221,23.8656009,,,,"{""amenity"": ""taxi"", ""name"": ""Patitiri taxi stand""}"
4000-4799,Transportation Services,356,Patitiri ferry terminal,patitiri ferry terminal,38,low,,1,way,462586024,39.1432992,23.8675041,,,,"{""amenity"": ""ferry_terminal"", ""ferry"": ""yes"", ""name"": ""Patitiri ferry terminal"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,357,Patitiri,patitiri,38,low,,1,node,4984438079,39.1446062,23.8657101,,,,"{""amenity"": ""bus_station"", ""bus"": ""yes"", ""name"": ""Patitiri"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,358,Passenger Waiting Space,passenger waiting space,38,low,,1,way,293392125,37.1065946,25.3722915,,,,"{""amenity"": ""ferry_terminal"", ""building"": ""roof"", ""ferry"": ""yes"", ""name"": ""Passenger Waiting Space"", ""public_transport"": ""station""}"
4000-4799,Transportation Services,359,Paros Port,paros port,38,low,,1,way,310422565,37.0865934,25.1495446,,,,"{""air_conditioning"": ""no"", ""amenity"": ""ferry_terminal"", ""baby_feeding"": ""no"", ""building"": ""yes"", ""ferry"": ""yes"", ""internet_access"": ""no"", ""name"": ""Paros Port"", ""public_transport"": ""station"", ""wheelchair"": ""yes""}"
4000-4799,Transportation Services,360,Parking(?) to Butterfly Gorge,parking to butterfly gorge,38,low,,1,node,13702936701,35.0624356,25.9165332,,,,"{""amenity"": ""parking"", ""name"": ""Parking(?) to Butterfly Gorge""}"
4000-4799,Transportation Services,361,Parking(?) for 1-2 cars,parking for 1 2 cars,38,low,,1,node,13702941601,35.0679078,25.9139916,,,,"{""amenity"": ""parking"", ""name"": ""Parking(?) for 1-2 cars""}"
4000-4799,Transportation Services,362,Parking only for Tzabapas,parking only for tzabapas,38,low,,1,node,13120971714,37.5182419,22.9669151,,,,"{""amenity"": ""parking"", ""name"": ""Parking only for Tzabapas""}"
4000-4799,Transportation Services,363,Parking of The Oak Hotel,parking of the oak hotel,38,low,,1,node,9977470901,40.8560711,24.7079794,,,,"{""amenity"": ""parking"", ""name"": ""Parking of The Oak Hotel""}"
4000-4799,Transportation Services,364,Parking of Flisvos Royal,parking of flisvos royal,38,low,,1,way,231991497,37.5250174,22.8621842,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Parking of Flisvos Royal"", ""parking"": ""surface""}"
4000-4799,Transportation Services,365,Parking for the Spring,parking for the spring,38,low,,1,way,1267346749,37.0977639,22.3386086,,,,"{""amenity"": ""parking"", ""name"": ""Parking for the Spring""}"
4000-4799,Transportation Services,366,Parking for En Kefallinia,parking for en kefallinia,38,low,,1,node,9931464484,38.1247552,20.5348593,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Parking for En Kefallinia"", ""parking"": ""surface"", ""surface"": ""dirt""}"
4000-4799,Transportation Services,367,Parking area,parking area,38,low,,1,way,220476215,38.0541204,23.045136,,,,"{""amenity"": ""parking"", ""name"": ""Parking area"", ""parking"": ""surface""}"
4000-4799,Transportation Services,368,Parking Vrondisi,parking vrondisi,38,low,,1,node,5983367956,35.1436937,24.8792669,,,,"{""amenity"": ""parking"", ""name"": ""Parking Vrondisi""}"
4000-4799,Transportation Services,369,Parking Porto Ornos Restaurant,parking porto ornos restaurant,38,low,,1,way,731584666,37.4238792,25.3231934,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Parking Porto Ornos Restaurant"", ""parking"": ""surface"", ""surface"": ""ground""}"
4000-4799,Transportation Services,370,Parking Petralona Cave,parking petralona cave,38,low,,1,way,92365485,40.3728584,23.1588632,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""date"": ""20101230"", ""fee"": ""no"", ""name"": ""Parking Petralona Cave"", ""name:de"": ""Parkplatz Petralona H\u00f6hle"", ""name:el"": ""Parking Petralona Cave"", ""name:en"": ""Parking Petralona Cave"", ""note"": ""remap ZoomL18"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,371,Parking Panagia Kakaviotissa,parking panagia kakaviotissa,38,low,,1,way,1090190573,39.8724778,25.1078355,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""capacity"": ""10"", ""fee"": ""no"", ""name"": ""Parking Panagia Kakaviotissa"", ""parking"": ""surface"", ""surface"": ""paved""}"
4000-4799,Transportation Services,372,Parking P5,parking p5,38,low,,1,way,520228200,40.3304284,21.8318241,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parking P5"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,373,Parking P4,parking p4,38,low,,1,way,520228199,40.3299323,21.8322809,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parking P4"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,374,Parking P3,parking p3,38,low,,1,way,520228198,40.3287871,21.832224,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parking P3"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,375,Parking P2,parking p2,38,low,,1,way,520228197,40.3257602,21.8307263,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parking P2"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,376,Parking P1,parking p1,38,low,,1,way,520228196,40.3252757,21.8292154,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parking P1"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
4000-4799,Transportation Services,377,Parking Omonoia,parking omonoia,38,low,,1,node,9670946752,37.9847307,23.7237021,,,,"{""amenity"": ""parking"", ""fee"": ""yes"", ""name"": ""Parking Omonoia""}"
4000-4799,Transportation Services,378,Parking Nafsika,parking nafsika,38,low,,1,node,10156855154,37.991142,23.7251062,,,,"{""amenity"": ""parking"", ""name"": ""Parking Nafsika""}"
4000-4799,Transportation Services,379,Parking Museum,parking museum,38,low,,1,way,421126921,37.0707004,22.425512,,,,"{""amenity"": ""parking"", ""name"": ""Parking Museum""}"
4000-4799,Transportation Services,380,Parking Market In,parking market in,38,low,,1,node,4802299850,37.0808982,25.1501035,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parking Market In"", ""parking"": ""surface""}"
4000-4799,Transportation Services,381,Parking Mare blue,parking mare blue,38,low,,1,way,1293610334,35.0120638,25.8342641,,,,"{""access"": ""customers"", ""amenity"": ""parking"", ""name"": ""Parking Mare blue"", ""parking"": ""surface""}"
